"","GEOID","NAME","rent_30_10kE","rent_30_10kM","rent_35_10kE","rent_35_10kM","rent_40_10kE","rent_40_10kM","rent_50_10kE","rent_50_10kM","rent_30_20kE","rent_30_20kM","rent_35_20kE","rent_35_20kM","rent_40_20kE","rent_40_20kM","rent_50_20kE","rent_50_20kM","rent_30_35kE","rent_30_35kM","rent_35_35kE","rent_35_35kM","rent_40_35kE","rent_40_35kM","rent_50_35kE","rent_50_35kM","rent_30_50kE","rent_30_50kM","rent_35_50kE","rent_35_50kM","rent_40_50kE","rent_40_50kM","rent_50_50kE","rent_50_50kM","rent_30_75kE","rent_30_75kM","rent_35_75kE","rent_35_75kM","rent_40_75kE","rent_40_75kM","rent_50_75kE","rent_50_75kM"
"60","10005051203","Census Tract 512.03, Sussex County, Delaware",0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
"61","10005051204","Census Tract 512.04, Sussex County, Delaware",0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
"62","10005051205","Census Tract 512.05, Sussex County, Delaware",0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,2,3,0,12,0,12,0,12,0,12,0,12
"63","10005051305","Census Tract 513.05, Sussex County, Delaware",0,12,0,12,0,12,0,12,0,12,0,12,13,19,35,28,0,12,0,12,48,41,18,19,33,43,17,19,0,12,0,12,46,42,0,12,9,14,0,12
"64","10005051306","Census Tract 513.06, Sussex County, Delaware",0,12,0,12,0,12,18,20,0,12,0,12,0,12,8,14,0,12,0,12,0,12,0,12,0,12,10,15,0,12,0,12,11,18,9,14,0,12,0,12
"65","10005990000","Census Tract 9900, Sussex County, Delaware",0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
"66","10003014404","Census Tract 144.04, New Castle County, Delaware",0,12,0,12,0,12,29,33,0,12,0,12,0,12,48,61,0,12,0,12,20,26,97,85,0,12,0,12,64,93,12,18,14,24,20,33,9,15,0,12
"67","10003014903","Census Tract 149.03, New Castle County, Delaware",0,17,0,17,0,17,0,17,0,17,0,17,0,17,171,97,0,17,0,17,33,38,184,133,37,60,10,16,0,17,0,17,19,30,20,33,0,17,0,17
"68","10003000300","Census Tract 3, New Castle County, Delaware",0,12,0,12,0,12,60,48,0,12,0,12,0,12,81,58,17,25,0,12,10,17,25,38,8,13,32,44,0,12,0,12,11,16,0,12,0,12,0,12
"69","10003000601","Census Tract 6.01, New Castle County, Delaware",0,12,0,12,0,12,61,51,0,12,0,12,22,34,63,51,12,13,5,8,33,36,48,37,16,25,13,21,4,7,0,12,0,12,0,12,0,12,0,12
"70","10003002100","Census Tract 21, New Castle County, Delaware",0,12,25,28,0,12,110,53,53,34,9,15,14,13,32,31,11,18,0,12,12,13,19,22,4,7,11,16,0,12,23,21,0,12,0,12,0,12,0,12
"71","10003002500","Census Tract 25, New Castle County, Delaware",0,12,0,12,0,12,0,12,0,12,0,12,0,12,32,51,6,11,30,48,95,51,67,74,0,12,0,12,10,17,0,12,37,54,0,12,0,12,0,12
"72","10003011201","Census Tract 112.01, New Castle County, Delaware",0,12,0,12,0,12,6,9,0,12,0,12,0,12,5,8,0,12,0,12,0,12,3,6,0,12,0,12,10,11,0,12,7,11,5,8,0,12,0,12
"73","10003011300","Census Tract 113, New Castle County, Delaware",0,12,0,12,0,12,5,8,0,12,0,12,0,12,15,16,0,12,0,12,10,11,27,26,0,12,0,12,5,8,0,12,0,12,0,12,0,12,5,7
"74","10003011500","Census Tract 115, New Castle County, Delaware",0,12,0,12,0,12,35,54,0,12,0,12,0,12,0,12,0,12,0,12,41,47,10,17,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
"75","10003011700","Census Tract 117, New Castle County, Delaware",0,12,0,12,0,12,0,12,0,12,0,12,0,12,31,40,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
"76","10003012300","Census Tract 123, New Castle County, Delaware",0,12,0,12,0,12,46,60,0,12,0,12,0,12,63,44,0,12,26,31,24,30,66,73,10,16,0,12,0,12,11,19,0,12,0,12,0,12,0,12
"77","10003014808","Census Tract 148.08, New Castle County, Delaware",0,17,0,17,0,17,27,43,0,17,0,17,0,17,10,17,0,17,0,17,64,99,119,85,70,60,0,17,52,60,0,17,47,48,0,17,0,17,0,17
"78","10003013610","Census Tract 136.10, New Castle County, Delaware",0,17,0,17,0,17,0,17,0,17,0,17,0,17,91,94,0,17,0,17,35,35,46,36,0,17,0,17,42,52,0,17,0,17,0,17,0,17,0,17
"79","10003013700","Census Tract 137, New Castle County, Delaware",0,12,0,12,0,12,49,41,0,12,0,12,0,12,94,64,7,12,22,24,64,50,25,37,0,12,37,45,0,12,0,12,0,12,0,12,0,12,0,12
"80","10003014904","Census Tract 149.04, New Castle County, Delaware",0,12,0,12,0,12,71,70,0,12,0,12,0,12,47,43,0,12,0,12,43,50,219,124,0,12,87,102,8,14,53,81,0,12,0,12,0,12,0,12
"81","10003016200","Census Tract 162, New Castle County, Delaware",0,12,0,12,0,12,0,12,0,12,0,12,0,12,30,38,0,12,20,21,0,12,66,61,13,23,8,13,45,49,0,12,66,63,0,12,0,12,0,12
"82","10003016301","Census Tract 163.01, New Castle County, Delaware",0,17,0,17,0,17,9,14,14,22,0,17,0,17,51,54,0,17,0,17,32,49,11,18,0,17,52,65,0,17,39,46,43,66,41,65,0,17,0,17
"83","10003016601","Census Tract 166.01, New Castle County, Delaware",0,19,0,19,0,19,0,19,0,19,0,19,0,19,38,46,16,25,0,19,21,34,123,102,98,115,0,19,0,19,0,19,0,19,21,34,0,19,19,31
"84","10003016602","Census Tract 166.02, New Castle County, Delaware",0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,16,26,58,85,0,19
"85","10003016901","Census Tract 169.01, New Castle County, Delaware",0,12,0,12,0,12,0,12,0,12,0,12,0,12,11,13,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
"86","10003000602","Census Tract 6.02, New Castle County, Delaware",27,31,18,30,0,12,97,65,29,46,0,12,0,12,102,75,44,53,0,12,21,38,85,66,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
"87","10003002800","Census Tract 28, New Castle County, Delaware",0,12,0,12,0,12,133,63,0,12,0,12,13,21,24,33,0,12,26,31,39,41,31,42,0,12,0,12,0,12,0,12,9,14,15,23,0,12,0,12
"88","10003002900","Census Tract 29, New Castle County, Delaware",25,30,0,12,0,12,127,82,92,61,10,15,47,55,86,54,23,37,63,55,36,43,27,36,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
"89","10003001902","Census Tract 19.02, New Castle County, Delaware",4,7,0,12,0,12,112,64,0,12,11,10,0,12,28,32,0,12,0,12,0,12,27,23,23,24,0,12,21,26,5,7,0,12,7,11,15,23,6,8
"90","10003003002","Census Tract 30.02, New Castle County, Delaware",0,12,0,12,25,31,65,41,0,12,8,13,9,14,77,56,14,20,17,22,5,7,7,12,0,12,9,13,0,12,5,10,0,12,0,12,0,12,0,12
"91","10003010104","Census Tract 101.04, New Castle County, Delaware",0,12,0,12,0,12,0,12,0,12,0,12,0,12,242,108,99,76,63,66,95,81,23,25,40,35,0,12,0,12,0,12,0,12,0,12,0,12,0,12
"92","10003010502","Census Tract 105.02, New Castle County, Delaware",0,17,0,17,0,17,50,49,0,17,0,17,0,17,122,104,34,48,36,33,51,64,54,66,17,26,0,17,37,55,0,17,0,17,0,17,0,17,0,17
"93","10003010702","Census Tract 107.02, New Castle County, Delaware",0,17,0,17,0,17,35,44,0,17,0,17,0,17,66,67,21,34,0,17,230,164,266,201,0,17,20,31,31,37,0,17,20,31,0,17,0,17,0,17
"94","10003013505","Census Tract 135.05, New Castle County, Delaware",0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,37,64,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
"95","10003013506","Census Tract 135.06, New Castle County, Delaware",0,12,0,12,0,12,0,12,0,12,0,12,0,12,22,31,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
"96","10003013614","Census Tract 136.14, New Castle County, Delaware",0,12,0,12,0,12,17,21,0,12,0,12,0,12,62,59,0,12,29,46,57,64,48,49,10,16,19,22,8,14,0,12,37,45,0,12,0,12,0,12
"97","10003013615","Census Tract 136.15, New Castle County, Delaware",0,12,0,12,0,12,27,33,0,12,0,12,0,12,8,12,0,12,8,14,8,13,47,46,8,13,0,12,0,12,0,12,39,45,0,12,18,28,0,12
"98","10003014706","Census Tract 147.06, New Castle County, Delaware",0,12,0,12,0,12,10,17,0,12,8,16,0,12,61,63,7,10,0,12,0,12,22,34,74,62,10,16,0,12,0,12,25,34,0,12,0,12,0,12
"99","10003014807","Census Tract 148.07, New Castle County, Delaware",0,17,0,17,0,17,19,31,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,14,22,15,24,24,30,10,18,24,29,0,17,0,17,0,17
"100","10003015400","Census Tract 154, New Castle County, Delaware",0,12,0,12,0,12,0,12,0,12,0,12,0,12,57,49,0,12,0,12,28,35,0,12,22,34,0,12,0,12,0,12,0,12,0,12,0,12,0,12
"101","10003000200","Census Tract 2, New Castle County, Delaware",0,17,0,17,0,17,96,83,0,17,0,17,0,17,38,62,0,17,39,61,46,56,119,120,29,54,113,134,0,17,0,17,0,17,0,17,0,17,0,17
"102","10003000900","Census Tract 9, New Castle County, Delaware",0,12,0,12,0,12,61,32,15,24,0,12,0,12,168,69,12,13,33,30,42,37,39,34,13,19,0,12,12,19,0,12,0,12,0,12,0,12,0,12
"103","10003010101","Census Tract 101.01, New Castle County, Delaware",70,71,0,12,7,11,67,59,0,12,9,14,8,12,13,21,29,38,56,49,49,46,108,60,32,40,48,60,33,43,0,12,19,24,0,12,0,12,0,12
"104","10003011205","Census Tract 112.05, New Castle County, Delaware",0,12,0,12,0,12,4,6,0,12,0,12,0,12,16,24,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
"105","10003013501","Census Tract 135.01, New Castle County, Delaware",0,17,0,17,0,17,15,25,0,17,0,17,0,17,15,25,0,17,0,17,0,17,10,17,0,17,0,17,0,17,0,17,0,17,11,18,0,17,36,56
"106","10003014300","Census Tract 143, New Castle County, Delaware",0,17,0,17,0,17,9,13,0,17,0,17,0,17,12,19,0,17,0,17,0,17,46,52,45,61,0,17,0,17,11,17,0,17,16,25,0,17,0,17
"107","10003013901","Census Tract 139.01, New Castle County, Delaware",0,12,0,12,0,12,8,13,0,12,0,12,0,12,0,12,11,17,8,13,8,12,10,17,24,24,14,20,0,12,0,12,24,38,0,12,0,12,0,12
"108","10003002400","Census Tract 24, New Castle County, Delaware",0,12,0,12,0,12,98,101,0,12,0,12,0,12,104,81,41,47,16,28,122,113,70,65,12,20,0,12,0,12,75,91,14,24,0,12,0,12,0,12
"109","10003015200","Census Tract 152, New Castle County, Delaware",0,17,0,17,0,17,43,48,0,17,0,17,0,17,57,52,0,17,24,36,0,17,0,17,68,55,51,46,0,17,26,40,0,17,0,17,0,17,0,17
"110","10003001500","Census Tract 15, New Castle County, Delaware",0,12,0,12,0,12,87,64,0,12,0,12,0,12,87,56,9,14,5,8,25,23,42,48,6,11,0,12,0,12,8,13,0,12,0,12,7,12,0,12
"111","10003011203","Census Tract 112.03, New Castle County, Delaware",0,12,0,12,0,12,65,64,0,12,0,12,0,12,72,88,40,69,16,26,26,32,18,28,47,56,21,31,0,12,25,39,24,36,0,12,0,12,0,12
"112","10003001400","Census Tract 14, New Castle County, Delaware",0,12,0,12,0,12,52,38,14,12,0,12,18,29,28,23,5,8,5,8,0,12,42,42,26,41,17,22,0,12,0,12,5,7,0,12,0,12,0,12
"113","10003012100","Census Tract 121, New Castle County, Delaware",0,12,0,12,0,12,25,31,0,12,0,12,0,12,0,12,10,15,0,12,13,17,74,57,0,12,16,25,0,12,0,12,0,12,0,12,0,12,0,12
"114","10003013607","Census Tract 136.07, New Castle County, Delaware",0,17,0,17,0,17,0,17,18,29,49,76,0,17,17,29,0,17,0,17,17,28,0,17,68,67,36,43,37,43,0,17,64,67,60,63,0,17,0,17
"115","10003015600","Census Tract 156, New Castle County, Delaware",0,12,0,12,0,12,8,14,0,12,0,12,0,12,0,12,5,10,0,12,31,31,9,13,0,12,0,12,12,19,3,6,0,12,0,12,0,12,0,12
"116","10003011206","Census Tract 112.06, New Castle County, Delaware",0,12,0,12,0,12,0,12,0,12,8,13,0,12,8,14,0,12,9,14,9,13,0,12,0,12,0,12,0,12,6,10,0,12,10,16,0,12,0,12
"117","10003000500","Census Tract 5, New Castle County, Delaware",0,12,0,12,0,12,50,46,0,12,0,12,0,12,68,52,0,12,0,12,44,43,18,28,22,32,20,33,9,15,0,12,0,12,0,12,8,14,0,12
"118","10003013503","Census Tract 135.03, New Castle County, Delaware",0,17,0,17,0,17,16,26,0,17,0,17,0,17,26,33,0,17,14,22,0,17,63,77,0,17,0,17,50,77,15,24,0,17,0,17,0,17,0,17
"119","10005050101","Census Tract 501.01, Sussex County, Delaware",0,12,0,12,0,12,0,12,0,12,0,12,0,12,18,20,0,12,0,12,0,12,9,14,0,12,0,12,13,19,44,46,0,12,0,12,0,12,0,12
"120","10005050401","Census Tract 504.01, Sussex County, Delaware",0,12,0,12,0,12,41,54,0,12,0,12,0,12,0,12,13,18,0,12,0,12,10,15,8,14,11,17,0,12,0,12,0,12,0,12,0,12,0,12
"121","10005050601","Census Tract 506.01, Sussex County, Delaware",0,17,0,17,0,17,0,17,0,17,0,17,0,17,13,19,0,17,15,24,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17
"122","10005050301","Census Tract 503.01, Sussex County, Delaware",3,5,16,26,0,17,51,52,0,17,59,40,21,30,63,48,0,17,16,25,10,16,18,15,12,14,1,5,3,6,12,19,6,11,0,17,0,17,0,17
"123","10005050501","Census Tract 505.01, Sussex County, Delaware",0,12,0,12,0,12,39,50,0,12,0,12,0,12,0,12,0,12,0,12,80,67,68,64,0,12,0,12,0,12,15,21,0,12,0,12,0,12,0,12
"124","10005051303","Census Tract 513.03, Sussex County, Delaware",0,17,0,17,0,17,12,20,0,17,0,17,0,17,30,33,4,8,0,17,4,8,12,20,14,25,0,17,22,25,2,4,5,9,19,23,8,11,0,17
"125","10005050403","Census Tract 504.03, Sussex County, Delaware",0,12,0,12,0,12,4,6,0,12,0,12,3,5,11,18,25,39,15,19,10,17,14,22,14,19,13,21,3,5,0,12,0,12,0,12,0,12,0,12
"126","10005050803","Census Tract 508.03, Sussex County, Delaware",0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,152,174,0,17,0,17,0,17,0,17,0,17,16,26,0,17,0,17
"127","10005051500","Census Tract 515, Sussex County, Delaware",0,17,0,17,0,17,2,4,0,17,0,17,2,3,51,57,8,12,6,7,10,14,53,27,3,4,9,14,8,14,0,17,19,23,0,17,0,17,0,17
"128","10003016401","Census Tract 164.01, New Castle County, Delaware",0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17
"129","10003013612","Census Tract 136.12, New Castle County, Delaware",0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,51,63,0,17,0,17,10,18,0,17,0,17,0,17,39,57,0,17
"130","10003014502","Census Tract 145.02, New Castle County, Delaware",0,17,0,17,0,17,182,77,23,35,0,17,0,17,197,78,9,14,0,17,10,15,48,34,0,17,14,17,0,17,27,21,7,11,0,17,0,17,0,17
"131","10003014703","Census Tract 147.03, New Castle County, Delaware",0,12,0,12,0,12,36,56,0,12,0,12,10,16,11,17,0,12,42,63,0,12,164,83,45,36,6,10,8,13,0,12,38,43,0,12,0,12,0,12
"132","10003015100","Census Tract 151, New Castle County, Delaware",0,12,0,12,0,12,8,14,0,12,0,12,0,12,0,12,0,12,13,20,0,12,0,12,39,47,0,12,0,12,0,12,0,12,0,12,0,12,0,12
"133","10003016000","Census Tract 160, New Castle County, Delaware",0,12,0,12,0,12,6,13,0,12,0,12,0,12,0,12,61,54,0,12,34,30,23,35,32,42,23,36,0,12,0,12,0,12,0,12,0,12,0,12
"134","10003000400","Census Tract 4, New Castle County, Delaware",44,51,0,12,18,21,92,80,10,17,20,28,34,51,70,58,38,48,10,15,76,58,41,50,0,12,0,12,0,12,0,12,0,12,19,30,5,9,0,12
"135","10003001300","Census Tract 13, New Castle County, Delaware",0,12,0,12,0,12,33,43,0,12,0,12,0,12,0,12,4,8,18,19,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
"136","10003002600","Census Tract 26, New Castle County, Delaware",0,12,0,12,0,12,46,43,26,41,0,12,0,12,100,67,0,12,42,48,66,58,126,70,25,40,10,17,8,13,26,44,21,33,0,12,0,12,0,12
"137","10003010200","Census Tract 102, New Castle County, Delaware",0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,7,11,0,12,0,12,0,12,6,10,0,12,9,12,0,12,0,12
"138","10003010300","Census Tract 103, New Castle County, Delaware",0,12,0,12,0,12,0,12,0,12,0,12,0,12,36,56,0,12,0,12,0,12,0,12,9,15,0,12,9,14,0,12,27,28,0,12,0,12,0,12
"139","10005050504","Census Tract 505.04, Sussex County, Delaware",0,17,12,21,0,17,0,17,0,17,15,23,0,17,13,22,24,34,0,17,43,39,26,40,46,56,7,21,0,17,16,24,16,23,0,17,0,17,0,17
"140","10005050703","Census Tract 507.03, Sussex County, Delaware",0,12,0,12,7,9,19,29,0,12,3,4,0,12,19,21,6,6,11,19,7,7,14,12,2,3,2,3,0,12,13,17,0,12,3,4,0,12,0,12
"141","10005050705","Census Tract 507.05, Sussex County, Delaware",0,12,0,12,0,12,0,12,0,12,0,12,0,12,117,128,0,12,0,12,18,28,59,85,23,24,32,39,0,12,0,12,0,12,0,12,0,12,0,12
"142","10005050704","Census Tract 507.04, Sussex County, Delaware",48,75,0,17,0,17,0,17,0,17,0,17,16,25,0,17,0,17,0,17,0,17,16,27,0,17,0,17,0,17,0,17,25,37,0,17,0,17,0,17
"143","10005050706","Census Tract 507.06, Sussex County, Delaware",0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,5,8,0,12,0,12,0,12,0,12,0,12,10,14,0,12,4,8,0,12,0,12,0,12
"144","10005050901","Census Tract 509.01, Sussex County, Delaware",0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,41,47,17,19,0,12,0,12,7,12,14,22,0,12,0,12,0,12
"145","10005050902","Census Tract 509.02, Sussex County, Delaware",0,17,0,17,0,17,32,36,17,27,0,17,0,17,0,17,0,17,29,34,29,33,96,102,17,25,0,17,0,17,0,17,0,17,16,25,0,17,17,28
"146","10005051004","Census Tract 510.04, Sussex County, Delaware",0,17,0,17,0,17,52,77,0,17,0,17,0,17,0,17,16,23,0,17,10,18,0,17,3,5,18,22,13,16,0,17,2,3,0,17,2,4,0,17
"147","10005051005","Census Tract 510.05, Sussex County, Delaware",0,17,0,17,0,17,0,17,0,17,0,17,0,17,6,11,0,17,0,17,0,17,37,41,0,17,0,17,0,17,0,17,0,17,6,6,12,13,0,17
"148","10005051006","Census Tract 510.06, Sussex County, Delaware",0,12,0,12,0,12,0,12,0,12,0,12,0,12,47,46,0,12,0,12,0,12,10,16,0,12,0,12,0,12,0,12,0,12,9,14,0,12,0,12
"149","10005051007","Census Tract 510.07, Sussex County, Delaware",0,12,0,12,0,12,58,90,0,12,0,12,0,12,17,27,15,24,0,12,0,12,15,24,0,12,0,12,20,33,0,12,0,12,0,12,0,12,14,21
"150","10005051101","Census Tract 511.01, Sussex County, Delaware",0,12,0,12,0,12,2,3,0,12,0,12,0,12,16,19,4,5,0,12,15,17,7,7,0,12,0,12,3,5,0,12,3,6,0,12,0,12,0,12
"151","10005051102","Census Tract 511.02, Sussex County, Delaware",0,12,0,12,0,12,0,12,0,12,0,12,0,12,3,4,0,12,2,4,0,12,10,14,3,4,0,12,0,12,0,12,0,12,2,4,0,12,0,12
"152","10005051103","Census Tract 511.03, Sussex County, Delaware",0,12,0,12,0,12,0,12,0,12,0,12,0,12,14,13,0,12,0,12,0,12,6,8,0,12,0,12,5,7,0,12,0,12,0,12,0,12,0,12
"153","10005051201","Census Tract 512.01, Sussex County, Delaware",0,12,0,12,0,12,5,8,0,12,0,12,0,12,5,8,5,8,15,24,5,7,10,12,0,12,5,7,5,8,0,12,0,12,5,7,6,8,0,12
"154","10005051202","Census Tract 512.02, Sussex County, Delaware",0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
"155","10005051702","Census Tract 517.02, Sussex County, Delaware",0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,77,121,0,17,36,55,11,19,15,23,0,17,0,17,0,17,0,17,0,17,0,17,0,17
"156","10005051900","Census Tract 519, Sussex County, Delaware",4,6,0,12,0,12,29,21,13,15,0,12,14,18,35,26,24,18,16,15,59,46,14,15,47,41,7,8,2,5,0,12,0,12,0,12,0,12,0,12
"157","10005050602","Census Tract 506.02, Sussex County, Delaware",0,17,0,17,0,17,73,77,0,17,0,17,0,17,104,97,34,52,0,17,89,66,117,102,14,23,12,20,0,17,0,17,0,17,0,17,0,17,0,17
"158","10005051801","Census Tract 518.01, Sussex County, Delaware",0,12,0,12,0,12,12,24,16,29,0,12,54,74,103,104,0,12,0,12,41,58,34,54,0,12,0,12,2,4,0,12,0,12,0,12,0,12,0,12
"159","10005050302","Census Tract 503.02, Sussex County, Delaware",0,17,0,17,0,17,0,17,0,17,0,17,0,17,38,37,14,23,10,18,22,28,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17
"160","10005050701","Census Tract 507.01, Sussex County, Delaware",0,12,0,12,0,12,33,36,0,12,0,12,18,28,30,20,24,30,10,12,0,12,37,32,0,12,5,9,19,20,3,4,3,5,0,12,0,12,0,12
"161","10005051301","Census Tract 513.01, Sussex County, Delaware",0,17,0,17,0,17,13,21,0,17,0,17,0,17,0,17,0,17,0,17,0,17,15,21,0,17,0,17,0,17,0,17,37,60,0,17,0,17,0,17
"162","10005051302","Census Tract 513.02, Sussex County, Delaware",0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,8,11,13,21,0,12,3,5,0,12,0,12,5,8,0,12,0,12
"163","10005051701","Census Tract 517.01, Sussex County, Delaware",0,12,0,12,0,12,21,32,0,12,8,12,0,12,10,15,0,12,0,12,0,12,0,12,0,12,11,17,0,12,0,12,0,12,0,12,0,12,0,12
"164","10005051802","Census Tract 518.02, Sussex County, Delaware",0,12,0,12,0,12,109,83,13,19,0,12,8,12,48,40,47,58,38,56,39,45,0,12,47,46,42,37,5,10,12,18,0,12,0,12,0,12,0,12
"165","10005050103","Census Tract 501.03, Sussex County, Delaware",0,12,0,12,0,12,0,12,0,12,0,12,2,5,1,3,0,12,0,12,25,40,29,33,0,12,14,17,0,12,0,12,0,12,0,12,0,12,0,12
"166","10003010800","Census Tract 108, New Castle County, Delaware",0,12,0,12,0,12,77,57,0,12,0,12,0,12,17,21,0,12,16,19,0,12,14,16,17,20,0,12,8,13,0,12,6,9,15,17,9,14,0,12
"167","10003010900","Census Tract 109, New Castle County, Delaware",0,12,0,12,0,12,0,12,0,12,0,12,0,12,11,16,0,12,0,12,8,14,0,12,0,12,0,12,0,12,32,47,0,12,0,12,0,12,0,12
"168","10003012400","Census Tract 124, New Castle County, Delaware",0,12,0,12,0,12,0,12,0,12,0,12,0,12,53,54,0,12,0,12,0,12,5,8,34,54,14,19,66,60,0,12,0,12,0,12,0,12,0,12
"169","10003011100","Census Tract 111, New Castle County, Delaware",0,12,0,12,0,12,1,2,0,12,0,12,1,3,14,13,2,3,0,12,1,2,19,15,2,3,6,8,0,12,21,32,3,3,1,3,0,12,0,12
"170","10003011202","Census Tract 112.02, New Castle County, Delaware",0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,8,12,0,12,5,9,0,12,6,9,0,12,0,12,0,12,0,12
"171","10003011800","Census Tract 118, New Castle County, Delaware",0,12,0,12,0,12,28,25,0,12,0,12,0,12,52,50,0,12,0,12,8,14,43,30,37,30,0,12,6,10,31,38,16,17,0,12,0,12,0,12
"172","10003013400","Census Tract 134, New Castle County, Delaware",0,12,0,12,0,12,51,45,0,12,0,12,0,12,12,19,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,26,34,0,12,0,12,0,12
"173","10003013613","Census Tract 136.13, New Castle County, Delaware",0,17,0,17,0,17,0,17,0,17,0,17,20,31,116,128,0,17,0,17,60,61,52,81,15,22,0,17,0,17,0,17,0,17,0,17,0,17,0,17
"174","10003014402","Census Tract 144.02, New Castle County, Delaware",0,12,0,12,0,12,81,56,0,12,0,12,0,12,10,13,0,12,48,54,9,15,80,57,9,14,7,12,10,15,59,64,9,14,0,12,0,12,0,12
"175","10003014501","Census Tract 145.01, New Castle County, Delaware",14,22,0,12,0,12,201,89,0,12,14,21,22,29,156,63,3,6,10,12,47,36,139,57,11,12,0,12,0,12,11,10,0,12,0,12,0,12,12,19
"176","10003014805","Census Tract 148.05, New Castle County, Delaware",0,19,0,19,0,19,0,19,0,19,0,19,0,19,18,28,0,19,0,19,0,19,0,19,0,19,0,19,19,28,0,19,0,19,0,19,0,19,0,19
"177","10003016100","Census Tract 161, New Castle County, Delaware",0,12,0,12,0,12,0,12,0,12,0,12,0,12,32,28,0,12,16,24,19,17,26,29,18,30,0,12,0,12,0,12,0,12,0,12,8,11,0,12
"178","10003016302","Census Tract 163.02, New Castle County, Delaware",0,17,0,17,0,17,0,17,0,17,0,17,0,17,16,28,0,17,0,17,0,17,21,34,0,17,0,17,0,17,0,17,0,17,0,17,0,17,14,22
"179","10003016801","Census Tract 168.01, New Castle County, Delaware",0,17,0,17,0,17,15,23,0,17,0,17,0,17,0,17,0,17,47,75,0,17,57,79,3,6,0,17,0,17,0,17,0,17,0,17,0,17,0,17
"180","10003002200","Census Tract 22, New Castle County, Delaware",8,13,0,12,0,12,67,41,0,12,0,12,0,12,63,36,0,12,14,23,48,35,13,21,0,12,0,12,0,12,11,16,0,12,0,12,0,12,0,12
